"Account Number","Meter Number","Day","Daily Total","Estimated Read","Unit of Measurement"
"9100 192 6198 1","1707110","06/21/2021","0.4600","No","CCF"
"9100 192 6198 1","1707110","06/22/2021","0.4200","No","CCF"
"9100 192 6198 1","1707110","06/23/2021","0.5200","No","CCF"
"9100 192 6198 1","1707110","06/24/2021","0.7800","No","CCF"
"9100 192 6198 1","1707110","06/25/2021","0.6600","No","CCF"
"9100 192 6198 1","1707110","06/26/2021","0.4400","No","CCF"
"9100 192 6198 1","1707110","06/27/2021","0.1667","Yes","CCF"
"9100 192 6198 1","1707110","06/28/2021","0.1667","Yes","CCF"
"9100 192 6198 1","1707110","06/29/2021","0.1667","Yes","CCF"
"9100 192 6198 1","1707110","06/30/2021","0.4700","Yes","CCF"
"9100 192 6198 1","1707110","07/01/2021","0.4700","Yes","CCF"
"9100 192 6198 1","1707110","07/02/2021","0.5300","Yes","CCF"
"9100 192 6198 1","1707110","07/03/2021","0.5300","Yes","CCF"
"9100 192 6198 1","1707110","07/04/2021","0.2900","Yes","CCF"
"9100 192 6198 1","1707110","07/05/2021","0.2900","Yes","CCF"
"9100 192 6198 1","1707110","07/06/2021","0.3400","Yes","CCF"
"9100 192 6198 1","1707110","07/07/2021","0.3400","Yes","CCF"
"9100 192 6198 1","1707110","07/08/2021","0.3600","No","CCF"
"9100 192 6198 1","1707110","07/09/2021","0.5000","Yes","CCF"
"9100 192 6198 1","1707110","07/10/2021","0.5000","Yes","CCF"
"9100 192 6198 1","1707110","07/11/2021","0.6600","No","CCF"
"9100 192 6198 1","1707110","07/12/2021","0.4800","No","CCF"
"9100 192 6198 1","1707110","07/13/2021","0.3500","Yes","CCF"
"9100 192 6198 1","1707110","07/14/2021","0.3500","Yes","CCF"
"9100 192 6198 1","1707110","07/15/2021","0.3400","No","CCF"
"9100 192 6198 1","1707110","07/16/2021","0.6600","No","CCF"
"9100 192 6198 1","1707110","07/17/2021","0.4400","No","CCF"
"9100 192 6198 1","1707110","07/18/2021","0.4800","No","CCF"
"9100 192 6198 1","1707110","07/19/2021","0.3600","No","CCF"
"9100 192 6198 1","1707110","07/20/2021","0.5600","No","CCF"
"9100 192 6198 1","1707110","07/21/2021","0.4400","No","CCF"
"9100 192 6198 1","1707110","07/22/2021","0.4650","Yes","CCF"
"9100 192 6198 1","1707110","07/23/2021","0.4650","Yes","CCF"
"9100 192 6198 1","1707110","07/24/2021","0.4650","Yes","CCF"
"9100 192 6198 1","1707110","07/25/2021","0.4650","Yes","CCF"
"9100 192 6198 1","1707110","07/26/2021","0.5000","No","CCF"
"9100 192 6198 1","1707110","07/27/2021","0.3733","Yes","CCF"
"9100 192 6198 1","1707110","07/28/2021","0.3733","Yes","CCF"
"9100 192 6198 1","1707110","07/29/2021","0.3733","Yes","CCF"
"9100 192 6198 1","1707110","07/30/2021","0.6600","No","CCF"
"9100 192 6198 1","1707110","07/31/2021","0.5800","No","CCF"
"9100 192 6198 1","1707110","08/01/2021","0.4700","Yes","CCF"
"9100 192 6198 1","1707110","08/02/2021","0.4700","Yes","CCF"
"9100 192 6198 1","1707110","08/03/2021","0.6000","No","CCF"
"9100 192 6198 1","1707110","08/04/2021","0.4733","Yes","CCF"
"9100 192 6198 1","1707110","08/05/2021","0.4733","Yes","CCF"
"9100 192 6198 1","1707110","08/06/2021","0.4733","Yes","CCF"
"9100 192 6198 1","1707110","08/07/2021","0.7600","No","CCF"
"9100 192 6198 1","1707110","08/08/2021","0.2400","No","CCF"
"9100 192 6198 1","1707110","08/09/2021","0.1200","No","CCF"
"9100 192 6198 1","1707110","08/10/2021","0.1000","No","CCF"
"9100 192 6198 1","1707110","08/11/2021","0.4467","Yes","CCF"
"9100 192 6198 1","1707110","08/12/2021","0.4467","Yes","CCF"
"9100 192 6198 1","1707110","08/13/2021","0.4467","Yes","CCF"
"9100 192 6198 1","1707110","08/14/2021","0.4467","Yes","CCF"
"9100 192 6198 1","1707110","08/15/2021","0.4467","Yes","CCF"
"9100 192 6198 1","1707110","08/16/2021","0.4467","Yes","CCF"
"9100 192 6198 1","1707110","08/17/2021","0.5600","No","CCF"
"9100 192 6198 1","1707110","08/18/2021","0.0000","No","CCF"
"9100 192 6198 1","1707110","08/19/2021","0.4850","Yes","CCF"
"9100 192 6198 1","1707110","08/20/2021","0.4850","Yes","CCF"
"9100 192 6198 1","1707110","08/21/2021","0.4850","Yes","CCF"
"9100 192 6198 1","1707110","08/22/2021","0.4850","Yes","CCF"
"9100 192 6198 1","1707110","08/23/2021","0.3200","Yes","CCF"
"9100 192 6198 1","1707110","08/24/2021","0.3200","Yes","CCF"
"9100 192 6198 1","1707110","08/25/2021","0.3200","Yes","CCF"
"9100 192 6198 1","1707110","08/26/2021","0.3800","No","CCF"
"9100 192 6198 1","1707110","08/27/2021","0.6400","No","CCF"
"9100 192 6198 1","1707110","08/28/2021","0.4800","No","CCF"
"9100 192 6198 1","1707110","08/29/2021","0.4800","No","CCF"
"9100 192 6198 1","1707110","08/30/2021","0.4400","No","CCF"
"9100 192 6198 1","1707110","08/31/2021","0.5600","No","CCF"
